Branch Name,Invoice Number,Invoice Date,Customer ID,Customer Name,Address,0 - 3 days,4 - 10 days,11 - 15 days,16 - 30 days,31 - 90 days,91 - 201 days,202+ days
SAVSKF,SKINV170-213865     ,20181009.0,17010504245,Joy Pharmacy,"Pukur Par Bazar,Savar,Dhaka                                 ",,,,,,,0.01
BOGSKF,SKINV320-201211     ,20181008.0,32081000210,Al Haz Medical Store,B C D S Bhaban Naogaon Town Naogaon                         ,,,,,,,-0.01
BOGSKF,SKINV320-200947     ,20181008.0,32091105732,Sarker Pharmacy,Hospital Gate Naogaon Town Naogaon                          ,,,,,,,-0.01
CTGSKF,SKINV210-307580     ,20181008.0,21021000336,Janani  Medico,"EPZ Gate,Chittagong                                         ",,,,,,,-0.01
DNJSKF,SKINV340-231360     ,20181008.0,34091000159,Yeamin Pharmacy,"T& T Road,Dinajpur.                                         ",,,,,,,-0.01
MHKSKF,SKINV120-518576     ,20181007.0,12010511572,A B Pharma,Town Hall MarketMohammadpurDhaka                            ,,,,,,,-0.01
PBNSKF,SKINV350-135255     ,20181007.0,35035110753,Shahanara Medicine Fare,Aliamadrasha Market                                         ,,,,,,,0.0
TGLSKF,SKINV150-170851     ,20181007.0,15018001231,Friends Pharmacy,Char Salimabad Nagarpur Tangail                             ,,,,,,,-0.01
MLVSKF,SKINV620-188703     ,20181006.0,62020002307,Popular Pharmacy,Station Road Vanugach Komolgonj Moulvibazar                 ,,,,,,,0.01
RAJSKF,SKINV310-192330     ,20181006.0,31071110272,Rani Medical Store,Modhuil Bazar Nazipur Naogaon                               ,,,,,,,-0.01
RNGSKF,SKINV330-177943     ,20181006.0,33091002340,Mina Medical Store,Bazer Road Nageswari                                        ,,,,,,,-0.01
NAJSKF,SKINV130-222617     ,20181005.0,13010000670,Rayerbag Pharmecy,"Uttar Rayerbag Sonirakra,Kadamtoli,Dhaka                    ",,,,,,,-0.01
RAJSKF,SKINV310-191363     ,20181003.0,31071103456,Sanchita Pharmacy,Zilim Bazar Amnura.Nachole. C N G                           ,,,,,,,0.0
NAJSKF,SKINV130-221131     ,20181001.0,90000007400,Alamgir Pharmacy,"Bhai Bhai Complex, Bulta,Rupgonj Narayanganj                ",,,,,,,-0.01
BOGSKF,SKINV320-198174     ,20180930.0,32081002217,City Pharmacy,Nandigram Bazar Bogra                                       ,,,,,,,-0.01
CTGSKF,SKINV210-304060     ,20180930.0,21021005685,Pushpa Medico,"Chaturi Chowmuhani,Anwara                                   ",,,,,,,-0.01
CTNSKF,SKINV260-241970     ,20180930.0,26021102419,Shuvash MH,"Indera Hat,Gohira                                           ",,,,,,,-0.01
JESSKF,SKINV440-179983     ,20180930.0,44019007151,Sohag Pharmacy,Chutipur Bazar Chowgacha                                    ,,,,,,,-0.01
JESSKF,SKINV440-179949     ,20180930.0,44031000076,Rassel Pharmacy,Parandha Satkhira                                           ,,,,,,,-0.01
KHLSKF,SKINV410-182549     ,20180930.0,41031107573,Sumya Pharmacy,Joynagor Bazar Naragati Kalia                               ,,,,,,,-0.01
KSGSKF,SKINV190-97662      ,20180930.0,19019003360,Mustak Medical Hall,New Town Kishoergonj Kishoergonj                            ,,,,,,,-0.01
KUSSKF,SKINV430-196319     ,20180930.0,43061100602,Star Medical Hall,B B Road Jhenaidah                                          ,,,,,,,-0.01
MIRSKF,SKINV115-279193     ,20180930.0,12010507587,T H Pharma,"11 C, Mirpur 11,Beside of tara Medical Hall,Dhaka           ",,,,,,,-0.01
MLVSKF,SKINV620-186880     ,20180930.0,62020000458,S R Medical Hall,Sylhet Road Kusumbag Moulvibazar                            ,,,,,,,-0.01
MLVSKF,SKINV620-186777     ,20180930.0,62020000038,Baliyakandi Pharmacy,Baliyakandi Bazar Moulvibazar                               ,,,,,,,-0.01
MOTSKF,SKINV110-465534     ,20180930.0,11013145303,Safwan General Hospital,Asrafbag Rood                                               ,,,,,,,-0.01
MYMSKF,SKINV140-173537     ,20180930.0,14013115395,Azad Medical Hall,New Marcat Sherpur                                          ,,,,,,,-0.01
PBNSKF,SKINV350-133702     ,20180930.0,3509110494,Rana Medical Hall,Bazar Station Sirajgonj                                     ,,,,,,,-0.01
SAVSKF,SKINV170-211636     ,20180930.0,17010503420,Noor Digital Diagnostic Center,"Zamgora,Zamgora                                             ",,,,,,,-0.01
VRBSKF,SKINV180-159692     ,20180930.0,18030104388,Zubayda Pharmacy,Kotiadi Bus Stand Kishoregonj                               ,,,,,,,-0.01
BOGSKF,SKINV320-197867     ,20180929.0,32081002310,Amin Dental,Chondipur Bazar Tarash Sirajgonj                            ,,,,,,,-0.01
HZJSKF,SKINV250-153437     ,20180929.0,25061414202,Holy Care Hospital,"Degree Collage Road,Sun flower Bhan,Hazigonj ,Chandpur      ",,,,,,,0.0
JESSKF,SKINV440-179414     ,20180929.0,44019003034,Das Pharmacy,"Sheikhati Bazar, Narail                                     ",,,,,,,-0.01
JESSKF,SKINV440-179516     ,20180929.0,44031000553,Sarojini Medicine Centre,Bishnupur Bazar Kaligonj Satkhira                           ,,,,,,,-0.01
NAJSKF,SKINV130-220397     ,20180929.0,13030099834,Nabab Pharma 2,Banglabazar Kashipur Fatullah Narayangan                    ,,,,,,,-0.01
NAJSKF,SKINV130-220258     ,20180929.0,13010112315,Babul Pharmacy,Sadar Road Munshigonj                                       ,,,,,,,0.01
NAJSKF,SKINV130-220114     ,20180929.0,130301461,Monir Pharmacy,"Al Hakim Centre Chasara, Narayanganj                        ",,,,,,,0.01
PBNSKF,SKINV350-133371     ,20180929.0,35035110656,Amena Pharmacy,Damra Bus Stand                                             ,,,,,,,-0.01
PBNSKF,SKINV350-133246     ,20180929.0,35035111010,Sandha Pharmacy,Demra                                                       ,,,,,,,-0.01
TGLSKF,SKINV150-168594     ,20180929.0,15018000672,Bismillah Medical Hall,New Market Tangail                                          ,,,,,,,-0.01
TGLSKF,SKINV150-168856     ,20180929.0,15018000907,Matri Medical Hall,Kalihati Bazar Tangail                                      ,,,,,,,-0.01
RAJSKF,SKINV310-189744     ,20180928.0,31071100122,Modina Pharmacy,Taherpur Bazar Durgapur Rajshahi                            ,,,,,,,0.0
TGLSKF,SKINV150-168455     ,20180928.0,15018001368,Shipon Medical Hall,Station Road Jamalpur                                       ,,,,,,,-0.01
COMSKF,SKINV220-172157     ,20180927.0,22061004259,Mayer Doha Med Avid Med Hall,Rasulabad Nobinagar                                         ,,,,,,,-0.01
MHKSKF,SKINV120-510507     ,20180927.0,12010145555,Meherun Nessa Clinic,House 5 Road 5DhanmondiDhaka                                ,,,,,,,0.0
PBNSKF,SKINV350-132999     ,20180927.0,35035110002,Mizan Medical Hall,A H Road Pabna                                              ,,,,,,,-0.01
PBNSKF,SKINV350-133007     ,20180927.0,35035111147,M S Arif Medicine Center,Trafik Moor Pabna                                           ,,,,,,,-0.01
DNJSKF,SKINV340-228157     ,20180926.0,34091114430,Komol Pharmacy,"Dimla Bus Stand,Dimla                                       ",,,,,,,-0.01
DNJSKF,SKINV340-228031     ,20180926.0,34091106064,Nurjahan Pharmacy,"Dautpur, Nawabgonj,Dinajpur                                 ",,,,,,,-0.01
HZJSKF,SKINV250-152579     ,20180926.0,250614006555,Anika Pharmacy,"Kaliapara Bazar, Sharasti                                   ",,,,,,,0.01
PBNSKF,SKINV350-132758     ,20180926.0,35081000389,Janoni Pharmacy,KandarPara Road                                             ,,,,,,,-0.01
PBNSKF,SKINV350-132634     ,20180926.0,35035110864,Mamun Medical Hall,Masumdia                                                    ,,,,,,,-0.01
VRBSKF,SKINV180-158639     ,20180926.0,18010119162,Adarsha Pharmacy,Station Road Narshingdi                                     ,,,,,,,-0.01
NAJSKF,SKINV130-218117     ,20180925.0,13030152340,Nabab Pharmacy 4,Hatkhola Kashipur Fatullah Narayanganj                      ,,,,,,,-0.01
PBNSKF,SKINV350-132512     ,20180925.0,35035111220,Paul Pharmacy,Khukni Mondol Para Shahazadpur                              ,,,,,,,-0.01
KSGSKF,SKINV190-96255      ,20180924.0,19019003005,Rokeya Medical Hall,Netrakona City Netrakona                                    ,,,,,,,-0.01
KSGSKF,SKINV190-96195      ,20180924.0,19019091127,Mobaruk Medical Hall,Bakor Hati Bazar Netrokona                                  ,,,,,,,-0.01
SYLSKF,SKINV610-200907     ,20180924.0,61048001902,Tanvir Pharmacy,Islamgonj Neamotpur Sunamgonj                               ,,,,,,,-0.01
BOGSKF,SKINV320-195834     ,20180923.0,32081000452,Mokbul Chikitshaloy,Chitra Road Joypuhat City Joypurhat                         ,,,,,,,-0.01
BOGSKF,SKINV320-195690     ,20180923.0,32081001717,Sotota Pharmacy,Ghat par Sherpur Sherpur Bogra                              ,,,,,,,0.01
DNJSKF,SKINV340-227338     ,20180923.0,34091101836,Sarker Pharmacy,"Dhererhat, Khayerpur,Fulbari,Dinajpur                       ",,,,,,,-0.01
KUSSKF,SKINV430-193747     ,20180923.0,43061109892,Sumon Medical Hall,S A Road Magura Magura                                      ,,,,,,,-0.01
PBNSKF,SKINV350-131835     ,20180923.0,35035110002,Mizan Medical Hall,A H Road Pabna                                              ,,,,,,,-0.01
TGLSKF,SKINV150-166700     ,20180923.0,15018000514,Riaz Pharmacy,Nalua Sokhipur Tangail                                      ,,,,,,,-0.01
GZPSKF,SKINV160-182032     ,20180922.0,16010504502,Sohag Medicine Center,Mukter Bari Road Tongi Gazipur                              ,,,,,,,-0.01
KHLSKF,SKINV410-179593     ,20180922.0,90000006010,Anisha Pharmacy,"Sumon Market, Katakhali Bazar, Fakirhat, Bagerhat.          ",,,,,,,-0.01
MHKSKF,SKINV120-506673     ,20180922.0,12010144603,Janoprio Pharmacy,Aziz Co OprativeMedicine Market ShahabagDhaka               ,,,,,,,0.0
MIRSKF,SKINV115-274785     ,20180922.0,1201500916,Maa Medical Hall,"470 01/1 West shawrapara,West Kafrul,Mirpur,Dhaka           ",,,,,,,0.01
NAJSKF,SKINV130-216418     ,20180922.0,13030155137,Naaj Pharma,Gafur Super Complex Ponchoboti Narayangonj                  ,,,,,,,0.01
PBNSKF,SKINV350-131486     ,20180922.0,35035111867,Medicine Dipo,Indara Moor                                                 ,,,,,,,0.0
VRBSKF,SKINV180-157093     ,20180922.0,18030101913,Shahajalal Medical Hall,Saril Bazar B Baria                                         ,,,,,,,-0.01
JESSKF,SKINV440-176549     ,20180921.0,44019001711,Joarder Pharmacy,Jamtola Thanamore Keshobpur Jessore                         ,,,,,,,0.0
DNJSKF,SKINV340-226332     ,20180920.0,34091110034,Doctors Medical Hall,"Ramnagar More,Dinajpur.                                     ",,,,,,,-0.01
DNJSKF,SKINV340-226346     ,20180920.0,34091104005,Shohan Pharmacy,"Dainur bazar,                                               ",,,,,,,-0.01
JESSKF,SKINV440-176289     ,20180920.0,90000002155,New Iqbal Pharmacy,"Sabdalpur Bazar, Kotchandpur                                ",,,,,,,-0.01
FRDSKF,SKINV420-227785     ,20180919.0,42011136697,Ahmmadia Pharmacy,Gourango Bazar Shakhipur Bhedorgonj Shariatpur              ,,,,,,,-0.01
HZJSKF,SKINV250-150205     ,20180919.0,25061000299,Khan Pharmacy,"Lakhanpur Madda Bazar ,Monohorgonj,Comilla                  ",,,,,,,0.01
KUSSKF,SKINV430-192335     ,20180919.0,43061000641,Zaman Medical Hall,Modhupur Bazar Jhenaidah                                    ,,,,,,,-0.01
RAJSKF,SKINV310-186617     ,20180919.0,31071100963,Chowdhury Pharmacy,Kakonhat Godagari Rajshahi                                  ,,,,,,,-0.01
VRBSKF,SKINV180-156191     ,20180919.0,18030102824,Dr Sahid Pharmacy,Belatoli Bazar Narshingdi                                   ,,,,,,,-0.01
MHKSKF,SKINV120-503251     ,20180918.0,12010507994,Moznu Pharmacy,Tic ColoniJainal MarketUttara                               ,,,,,,,-0.01
PBNSKF,SKINV350-130751     ,20180918.0,35035110081,Bandhob Medical Hall,Natun Bazar Chatmohar                                       ,,,,,,,-0.01
RAJSKF,SKINV310-186114     ,20180918.0,31071000366,Sascho Pharmacy,Xelia Merket Laxmipur Rajshahi                              ,,,,,,,0.01
RAJSKF,SKINV310-186192     ,20180918.0,31071000209,Raj Pharmacy,Katakhali Bazar Motihar Rajshahi                            ,,,,,,,-0.01
RAJSKF,SKINV310-186087     ,20180918.0,31071000369,Sadeka Enterprise,Xylia Market Laxmipur Rajshahi                              ,,,,,,,-0.01
FENSKF,SKINV270-134910     ,20180917.0,27012120698,Feni Diabetic Hospital Medical,Mizan Road Feni                                             ,,,,,,,0.01
GZPSKF,SKINV160-179751     ,20180917.0,16018003207,Maa Medical Hall,Sinabaha Road Shofipur Gazipur                              ,,,,,,,-0.01
JESSKF,SKINV440-175196     ,20180917.0,44031000237,National Medical Hall,Uzirpur Bazar Assashuni Satkhira                            ,,,,,,,0.0
MYMSKF,SKINV140-168514     ,20180917.0,14013112722,Joydullah Medical Hall,Vutia Kona Gouripur Mymensingh                              ,,,,,,,-0.01
RNGSKF,SKINV330-171552     ,20180917.0,33091133352,Kader Pharmacy,"Ambari Ghat, Pouro Bazer, Kurigram                          ",,,,,,,-0.01
BOGSKF,SKINV320-193075     ,20180916.0,32081100432,Rakha Pharmacy,Guzia Bazar Shibgonj Bogra                                  ,,,,,,,-0.01
GZPSKF,SKINV160-179358     ,20180916.0,90000006426,Reshad Medical Hall,Kawraid Bazar                                               ,,,,,,,-0.01
JESSKF,SKINV440-174213     ,20180916.0,44037801153,Aysha Pharmacy,Laboni More Satkhira Satkhira                               ,,,,,,,0.0
KSGSKF,SKINV190-94693      ,20180916.0,19019001270,Al Madina Pharmacy,Taltola Gobindasree Madan Netrokona                         ,,,,,,,0.0
MLVSKF,SKINV620-181742     ,20180916.0,62020003898,Puspa Pharmacy,Putijuri Bazar Bahubal Hobigonj                             ,,,,,,,-0.01
BOGSKF,SKINV320-192998     ,20180915.0,32081102203,Bristi Pharmacy,Ranigonj Bazar Mohimaganj Gobindhagonj                      ,,,,,,,-0.01
BSLSKF,SKINV510-217276     ,20180915.0,51051003996,Janapriya Pharmacy,Kazirhat Bhashanchar                                        ,,,,,,,0.01
DNJSKF,SKINV340-224577     ,20180915.0,34091101440,Laxmi Pharmacy *,"Lohagara,Pirgonj.                                           ",,,,,,,-0.01
DNJSKF,SKINV340-224744     ,20180915.0,34091109045,Locknath  Pharmacy,"Setabgonj,Dinajpur                                          ",,,,,,,0.01
GZPSKF,SKINV160-179002     ,20180915.0,160180060330,Nahar And Hai,Mazukhan Bazar Shafipur Gazipur                             ,,,,,,,-0.01
MOTSKF,SKINV110-453043     ,20180915.0,11010111209,Tropical Clinic,"BB Avenue,Bijoy Nagor,Dhaka                                 ",,,,,,,-0.01
PBNSKF,SKINV350-129918     ,20180915.0,35035111044,Shahana Medical Store,Thana Road Ullapara Sirajgonj                               ,,,,,,,-0.01
NAJSKF,SKINV130-212804     ,20180914.0,13030000805,Sheba Medical hall,"Uttar Rayerbag, Kadomtoli,Dhaka                             ",,,,,,,-0.01
BOGSKF,SKINV320-192329     ,20180913.0,32081000235,Nurjahan Chikeshaloya,Gostohati More Naogaon Town Naogaon                         ,,,,,,,-0.01
MIRSKF,SKINV115-270052     ,20180913.0,12010124115,Momotaz Pharmacy,"Ansar Camp Bus Stand,Mirpur 1,Dhaka                         ",,,,,,,-0.01
RAJSKF,SKINV310-184554     ,20180913.0,31071000174,Molla Medical Hall,Nicha bazar Natore                                          ,,,,,,,0.0
JESSKF,SKINV440-172890     ,20180912.0,44019000095,Cheap Medical Store,BCDS Market Jessore                                         ,,,,,,,-0.01
KUSSKF,SKINV430-190053     ,20180912.0,43061100784,Puja Pharmacy,Basudappur Jhenaidha                                        ,,,,,,,-0.01
KUSSKF,SKINV430-190002     ,20180912.0,43061001722,Seba Aushadhalay,Mirpur Bazar Mirpur                                         ,,,,,,,-0.01
NAJSKF,SKINV130-211892     ,20180912.0,13030151679,Rupali Pharmacy,"4 DIT Narayanganj Sadar,Narayanganj                         ",,,,,,,-0.01
DNJSKF,SKINV340-223575     ,20180911.0,90000000411,Ripon Pharmacy,Setabgonj Bazar                                             ,,,,,,,-0.01
DNJSKF,SKINV340-223741     ,20180911.0,34091000326,Janata Pharmacy,"Bazer Road,Birgonj                                          ",,,,,,,-0.01
JESSKF,SKINV440-172676     ,20180911.0,44031102031,Ma Moni Pharmacy,Sokhipur More Debhata Satkhira                              ,,,,,,,-0.01
KSGSKF,SKINV190-93731      ,20180911.0,19019002299,Ros Medical Hall,Purbadhala Netrokona                                        ,,,,,,,-0.01
MIRSKF,SKINV115-268628     ,20180911.0,12010119102,Bichitra Shawli,"7, Al  Noori Jama Mosjid,2nd Floor, Mirpur  1,Dhaka         ",,,,,,,-0.01
MYMSKF,SKINV140-166308     ,20180911.0,14015118619,Doctor s Medical Hall,Zinnah Bazar Bakshigonj                                     ,,,,,,,0.01
MYMSKF,SKINV140-166357     ,20180911.0,14015115375,Bismillah Drugs,Khararpar Bus Stand Sherpur                                 ,,,,,,,0.01
NAJSKF,SKINV130-211425     ,20180911.0,13030000505,C B Pharmacy,Kalir Bazer Narayengonj                                     ,,,,,,,-0.01
RAJSKF,SKINV310-183652     ,20180911.0,31071100382,Kazi Pharmacy,Natore Bus Station Natore                                   ,,,,,,,-0.01
SAVSKF,SKINV170-205864     ,20180911.0,170150793,Harun Pharmacy,"Bank Town,Savar                                             ",,,,,,,-0.01
BOGSKF,SKINV320-191166     ,20180910.0,32081000210,Al Haz Medical Store,B C D S Bhaban Naogaon Town Naogaon                         ,,,,,,,-0.01
COMSKF,SKINV220-166216     ,20180910.0,22061004381,Rog Niramoy Pharmacy,South Bangura Moradnagar Comilla                            ,,,,,,,-0.01
SAVSKF,SKINV170-205302     ,20180910.0,1701501659,Alif Pharmacy,"Wapda Road,Savar                                            ",,,,,,,-0.01
RAJSKF,SKINV310-182850     ,20180909.0,31071000223,Master Pharmacy,Dorga Danga Bazar Tanore Rajshahi                           ,,,,,,,0.0
KSGSKF,SKINV190-92995      ,20180908.0,19019000351,Maa Medical Hall,Karimgonj Niamotpur Karimgonj                               ,,,,,,,-0.01
KSGSKF,SKINV190-93002      ,20180908.0,19019001157,Joya Pharmacy,Gazadia Bazar Kishoregonj Kishoregonj                       ,,,,,,,-0.01
RAJSKF,SKINV310-182321     ,20180908.0,31071108482,Arif Pharmacy,Nowhata Bazar Poba Rajshahi                                 ,,,,,,,0.0
RAJSKF,SKINV310-181866     ,20180907.0,31071000085,Shafi Pharmacy,G P O Laxmipur Rajshahi                                     ,,,,,,,0.0
BSLSKF,SKINV510-213795     ,20180906.0,51051100049,Dey Medical Hall,Sadar Road Bhola                                            ,,,,,,,-0.01
COMSKF,SKINV220-164894     ,20180906.0,90000004882,Mohammadia Pharmacy ,Elkhal .South Bangura                                       ,,,,,,,-0.01
HZJSKF,SKINV250-146271     ,20180906.0,25061000205,Economic Medical Store,"Moddaforgong Bazar, Laksham,ComillaComilla DL No 342 A B    ",,,,,,,0.0
JESSKF,SKINV440-170270     ,20180905.0,44037802122,Moon Pharmacy,Baganchra Bazar Sharsha Jessore                             ,,,,,,,0.0
KSGSKF,SKINV190-92264      ,20180905.0,19019001403,Mamun Pharmacy,Moheskhola Kalmakanda Netrokona                             ,,,,,,,-0.01
MIRSKF,SKINV115-265906     ,20180905.0,12010504290,Popular Medicine Corner,"Shayamoli Branch,Mirpur Road,Dhaka                          ",,,,,,,0.01
CTNSKF,SKINV260-231165     ,20180904.0,26021001773,Subo Pharmacy,"Hathazari Bazar,Hathazari                                   ",,,,,,,-0.01
HZJSKF,SKINV250-145222     ,20180904.0,25061000911,Milon Pharmacy,"Mission Road,Chayabani More ,Chandpur                       ",,,,,,,0.0
RAJSKF,SKINV310-181159     ,20180904.0,31071102814,Babu Medicine Corner,Post Office More Mohadebpur Naogaon                         ,,,,,,,-0.01
RAJSKF,SKINV310-180749     ,20180904.0,31071000074,Saranika Trading Corporation,Haragram Bazar Rajpara Rajshahi                             ,,,,,,,0.01
DNJSKF,SKINV340-221082     ,20180903.0,90000000764,Noor Pharmacy,"Modal Hat,Panchagarh.                                       ",,,,,,,-0.01
MYMSKF,SKINV140-163388     ,20180903.0,14013100905,Dr Aziz Pharmacy,Shahgonj Gouripur Mymensingh                                ,,,,,,,-0.01
NAJSKF,SKINV130-207289     ,20180903.0,13030000370,Ruma Medical Hall,"111 Shasuza Road Paikpara Narayanganj Sadar,Narayanganj     ",,,,,,,-0.01
VRBSKF,SKINV180-151139     ,20180903.0,18013139971,Prime Pharmacy,Itakhola Belabo Narsingdi                                   ,,,,,,,-0.01
FRDSKF,SKINV420-219778     ,20180902.0,42011119011,Bishwa Bandhu Pharmacy,Patkel Bari Gopalgonj                                       ,,,,,,,-0.01
JESSKF,SKINV440-169170     ,20180902.0,4406114583,Debnath Pharmacy,Kaligonj Bazar Kaligonj                                     ,,,,,,,0.01
COXSKF,SKINV240-126993     ,20180901.0,24021100366,Suktara Medical Store,"Khan Market,Pan Bazar Road,Coxs Bazar                       ",,,,,,,0.01
CTNSKF,SKINV260-229341     ,20180901.0,26021005053,The East Bengal Regimental Cen,"Traning Centre, Traning Batalian,Chittagong Cantonment,Chitt",,,,,,,-0.01
HZJSKF,SKINV250-144425     ,20180901.0,25061000911,Milon Pharmacy,"Mission Road,Chayabani More ,Chandpur                       ",,,,,,,0.0
KSGSKF,SKINV190-91638      ,20180901.0,19019002542,Talukder Medical Hall,Shimulkandi Netrokona City                                  ,,,,,,,-0.01
TGLSKF,SKINV150-159385     ,20180901.0,15018002707,National Pharmacy,Dhanbari Dhanbari Modhupur                                  ,,,,,,,0.01
KRNSKF,SKINV280-155515     ,20180831.0,28013131971,Hazi Medical Hall,"Sutarpara Bazar,Nawabganj                                   ",,,,,,,0.01
MHKSKF,SKINV120-489462     ,20180831.0,1201500917,Prottasha Pharmacy,NolvogUttaraDhaka                                           ,,,,,,,0.0
MOTSKF,SKINV110-441763     ,20180831.0,11013143711,R.M Pharma,"26 1,West Hazipara,Rampura, Dhaka                           ",,,,,,,0.01
NAJSKF,SKINV130-206772     ,20180831.0,13010126963,Aziz Pharmacy,Gobindopur Bazar Jatrabari Dhaka                            ,,,,,,,-0.01
NAJSKF,SKINV130-206412     ,20180831.0,13010103728,Bijoy Medical Hall,D I T Market Narayanganj                                    ,,,,,,,-0.01
NOKSKF,SKINV230-127133     ,20180831.0,23012101016,Shanaz Pharmacy,Kalitara Bazar                                              ,,,,,,,-0.01
RAJSKF,SKINV310-179483     ,20180831.0,31071000374,Kohinoor Pharmacy,Boro Masjid Shaheb Bazer Rajshahi                           ,,,,,,,-0.01
RNGSKF,SKINV330-165222     ,20180831.0,33091100777,Kary Pharmacy,C O Dr Mojibur Rahman Satdarga Bazar Ulipur                 ,,,,,,,-0.01
COMSKF,SKINV220-162600     ,20180830.0,22061004259,Mayer Doha Med Avid Med Hall,Rasulabad Nobinagar                                         ,,,,,,,-0.01
CTNSKF,SKINV260-229062     ,20180830.0,26021102419,Shuvash MH,"Indera Hat,Gohira                                           ",,,,,,,-0.01
HZJSKF,SKINV250-143331     ,20180830.0,25061400691,Medicine Corner,"Poura new market,Kalibari,More,Chandpur                     ",,,,,,,0.0
HZJSKF,SKINV250-144145     ,20180830.0,25012113751,Beauti Medical hall,"Madda Bazar,Sonapur,Ramgonj,Laxmipur                        ",,,,,,,-0.01
JESSKF,SKINV440-168004     ,20180830.0,44019002711,Ripa Pharmacy,Khalishpur Bazar Moheshpur                                  ,,,,,,,-0.01
KUSSKF,SKINV430-185011     ,20180830.0,43061000223,Hira Pharmacy,"Hi Road,Alamdanga                                           ",,,,,,,-0.01
NAJSKF,SKINV130-206078     ,20180830.0,13030001567,Bismillah Pharmacy,Murapara Bazar Rupgonj Narayanganj                          ,,,,,,,-0.01
PBNSKF,SKINV350-125870     ,20180830.0,35035110682,Mita Drug Center,Trafik Moor                                                 ,,,,,,,0.01
PBNSKF,SKINV350-125876     ,20180830.0,35035112066,Torun Medical Center,Indara Moor Pabna                                           ,,,,,,,0.0
RAJSKF,SKINV310-179171     ,20180830.0,31071110252,Salam Medical Store,Shihara Bazar Shapaher Naogaon                              ,,,,,,,-0.01
RAJSKF,SKINV310-179165     ,20180830.0,31071110251,Sun Light Pharmacy,Shihara Bazar Shapaher Naohaon                              ,,,,,,,0.01
SYLSKF,SKINV610-190563     ,20180830.0,61048000582,Jabir Pharmacy,Dholutpur Bazar Borlekha                                    ,,,,,,,-0.01
TGLSKF,SKINV150-158847     ,20180830.0,15018004137,Nirob Medical Hall,Medicine Market Tangail                                     ,,,,,,,-0.01
TGLSKF,SKINV150-158920     ,20180830.0,15018003364,Hazrat Shahajamal R General Ho,College Road Jamalpur                                       ,,,,,,,-0.01
DNJSKF,SKINV340-219526     ,20180829.0,34091102719,Rifa Pharmacy,"Paharpur,Dinajpur                                           ",,,,,,,-0.01
DNJSKF,SKINV340-219706     ,20180829.0,34091104090,Polas Pharmacy,Khoerbari                                                   ,,,,,,,0.01
DNJSKF,SKINV340-219690     ,20180829.0,34091000004,Green Medical Store,"Madlihat,  Birampur,Dinajpur                                ",,,,,,,-0.01
KSGSKF,SKINV190-91241      ,20180829.0,19019001219,Mitaly Pharmacy,Shohid Fojlur Rahman Road Mohangonj Netrokona               ,,,,,,,-0.01
NAJSKF,SKINV130-205607     ,20180829.0,13030155137,Naaj Pharma,Gafur Super Complex Ponchoboti Narayangonj                  ,,,,,,,-0.01
NOKSKF,SKINV230-126496     ,20180829.0,23012111536,Matri Pharmacy,Islamgonj Bazra                                             ,,,,,,,-0.01
PBNSKF,SKINV350-125550     ,20180829.0,35035110968,Satsango Pharmacy,Shimultola Ishwardi Pabna                                   ,,,,,,,-0.01
PBNSKF,SKINV350-125632     ,20180829.0,35035111383,Mridha Medical Hall,Koikunda Iswordi Pabna                                      ,,,,,,,-0.01
RAJSKF,SKINV310-178980     ,20180829.0,31071109945,Brothers Medical Store,Porsha Bazar Naogaon                                        ,,,,,,,-0.01
BSLSKF,SKINV510-209596     ,20180828.0,51052104180,Maa Medical Hall,Khaserhat Tajumuddin Bhola                                  ,,,,,,,-0.01
JESSKF,SKINV440-166734     ,20180828.0,44031107428,Janani Pharmacy,Sekendar Nagar Kaligonj Satkhira                            ,,,,,,,-0.01
JESSKF,SKINV440-167528     ,20180828.0,44031100420,Farid Medical Hall,Nowabiki Shamnagar Satkhira                                 ,,,,,,,-0.01
MYMSKF,SKINV140-161430     ,20180828.0,14015115080,Apu Medical Hall,Srioumpur Bottola Sherpur                                   ,,,,,,,-0.01
NOKSKF,SKINV230-126247     ,20180828.0,23012111092,New Pharmacy,Dighali Bazar                                               ,,,,,,,-0.01
PBNSKF,SKINV350-124888     ,20180828.0,35081000273,Dr Gopal Chandra,Chala Bridge Moor Belkuchi                                  ,,,,,,,-0.01
COMSKF,SKINV220-161469     ,20180827.0,22061000489,Fouzi Medical Hall,Hospital Road Bancharampur B Baria                          ,,,,,,,-0.01
KUSSKF,SKINV430-183163     ,20180826.0,43061109892,Sumon Medical Hall,S A Road Magura Magura                                      ,,,,,,,0.01
CTGSKF,SKINV210-283386     ,20180825.0,21021100159,Laxmi Pharmacy,"Club Road,Potiya,Chittagong                                 ",,,,,,,-0.01
PBNSKF,SKINV350-124111     ,20180825.0,35035111215,Brindabon Pharmacy,Mohonpur Bazar                                              ,,,,,,,-0.01
CTGSKF,SKINV210-282629     ,20180819.0,21021005263,Biplov Pharmacy,"Biswo Colony,Firozsha Colony,Chittagong                     ",,,,,,,-0.01
KHLSKF,SKINV410-168650     ,20180819.0,90000004680,Sundarban Medical Hall,"Foila Bazar, Rampal, Bagerhat.                              ",,,,,,,-0.01
MHKSKF,SKINV120-483018     ,20180819.0,12010507064,Rhine Medicos,36 ZigatolaDhaka                                            ,,,,,,,0.0
